TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,VARIATION 1 TYPE,VARIATION 1 NAME,VARIATION 1 VALUES,VARIATION 2 TYPE,VARIATION 2 NAME,VARIATION 2 VALUES,SKU,CATEGORY
"Bird Zoetrope Kit, 3D Laser Cut Wooden Puzzle, Animation Machine","(See my other listings for the digital plans for this kit) Wind the handle to make the birds flap their wings. This works like a traditional film projector except rather than pictures there are 3D objects in each frame. The small gear is specially shaped so that rather than giving the big gear continuous motion, it is intermittent. This means there is a pause after each 45 degree rotation, allowing your eye to catch the bird as a still frame. When the handle is turned quickly these blend together into an animation. Most 3D Zoetropes use a strobe light to provide the still frame effect. I like this method because it does not require a dark room or electricity.
This mechanism comes in kit form with all of the parts for you to slot together. I attempt to make the fits tight enough so that no glue is needed, but PVA can be used on any loose parts. 
Parts that seem to tight can be sanded.",40,AUD,10,"animation,mechanical_sculpture,wooden_puzzle,mechanical_toy,bird,model,kinetic_art,mechanism,special,stem,automata,zoetrope,gears",,https://i.etsystatic.com/25031074/r/il/ff0b3f/3659623310/il_fullxfull.3659623310_2in0.jpg,https://i.etsystatic.com/25031074/r/il/b9ee3b/3707201635/il_fullxfull.3707201635_qjfn.jpg,https://i.etsystatic.com/25031074/r/il/b3f92c/3707201697/il_fullxfull.3707201697_pg8y.jpg,https://i.etsystatic.com/25031074/r/il/b6908d/3659583226/il_fullxfull.3659583226_dh53.jpg,,,,,,,,,,,,,29,puzzle boxes
Bird 3D Zoetrope laser cutter plans - SVG DXF,"(These are the digital plans. See my other listings for the physical version of this kit)
Wind the handle to make the birds flap their wings. This works like a traditional film projector except rather than pictures there are 3D objects in each frame. The small gear is specially shaped so that rather than giving the big gear continuous motion, it is intermittent. This means there is a pause after each 45 degree rotation, allowing your eye to catch the bird as a still frame. When the handle is turned quickly these blend together into an animation. Most 3D Zoetropes use a strobe light to provide the still frame effect. I like this method because it does not require a dark room or electricity.

You will receive instructions as well as the digital files DXF, SVG, PDF, Lightburn with templates for all of the parts for you to laser cut, or scroll saw out of plywood.
If your wood is not 3mm you can scale the files to match your wood thickness. Apply kerf offsets for press fits.",12,AUD,23,"animation,mechanical_sculpture,wooden_puzzle,mechanical_toy,bird,kinetic_art,mechanism,automata,zoetrope,gears,laser_cut,automata_plans,dxf_svg",,https://i.etsystatic.com/25031074/r/il/ff0b3f/3659623310/il_fullxfull.3659623310_2in0.jpg,https://i.etsystatic.com/25031074/r/il/b9ee3b/3707201635/il_fullxfull.3707201635_qjfn.jpg,https://i.etsystatic.com/25031074/r/il/b3f92c/3707201697/il_fullxfull.3707201697_pg8y.jpg,https://i.etsystatic.com/25031074/r/il/b6908d/3659583226/il_fullxfull.3659583226_dh53.jpg,,,,,,,,,,,,,30,other
Dog and Cat Running Automata kit,"This automata kit contains all parts and instructions to build two separate hand cranked moving models. Both a running cat and a running dog. It is a simple but interesting mechanism to watch as the animals leap and bound on your table.
Parts generally can be pressed together. Any loose parts can be glued.


Please see my other listings for the digital laser cutter files for this design.",49,AUD,11,"wooden_puzzles,stem,automata,craft,model_making,engineering,technology,dog,cat,machine,kinetic_art,sculpture,robotics",,https://i.etsystatic.com/25031074/r/il/1291ff/5741377892/il_fullxfull.5741377892_mo3z.jpg,https://i.etsystatic.com/25031074/r/il/347a0f/5741377836/il_fullxfull.5741377836_fd5l.jpg,https://i.etsystatic.com/25031074/r/il/116e27/5789451841/il_fullxfull.5789451841_dp7p.jpg,https://i.etsystatic.com/25031074/r/il/64f0f4/5789451843/il_fullxfull.5789451843_o1ks.jpg,https://i.etsystatic.com/25031074/r/il/60e936/5789451857/il_fullxfull.5789451857_ji9n.jpg,https://i.etsystatic.com/25031074/r/il/acb9d8/5789451849/il_fullxfull.5789451849_fp4d.jpg,https://i.etsystatic.com/25031074/r/il/889e75/5789451845/il_fullxfull.5789451845_5pug.jpg,,,,,,,,,,31,automata
"Writing automaton plans scroll saw/laser cutter - Lanky Doodler  Mechanical Model SVG,DXF,PDF","These plans are to laser cut a drawing and writing automaton.
Turn the knob and Lanky Doodler will sketch out your encoded message.  ""hello"", ""love you"", ""mum"", ""Dad"", ""happy Bday"", ""merryXmas""

The plans come with cams to write hello, but you can easily generate your own message cams with the web app at
https://www.contraptioncart.com/lankydoodler

The sketch is encoded in the rotating cams which control the two arms to accurately position the felt pen. 
I have designed a few writing automatons over the years, and think I finally have one that simple, easy to make, and works reliably.

You will need some M5 machine screws and a screwdriver
M5 x 20mm  (two)
M5 x 8mm    (three)
M5 x 12          (one)
Use a standard felt pen for a dark sketch, or a very soft 12B pencil.

The parts should slot together without glue.
The files should work with 2.8mm - 3.2mm thick wood without needing slots resized.
You will receive the parts files as svg, dxf and pdf.
If you don't know how to apply kerf allowance, you can use the orange cut layer instead of the black.
The orange layer has offsets that I found worked well on my laser cutter to account for the kerf.

I have laser cut these with birch plywood, mdf and poplar. Try to get the grain running in the slender direction of parts for the most strength. 

I tried to design this so that it could be simple enough to make with a scroll saw. I have not tried but I am quite sure it is achievable.

Tips for best results with the cam generating app:
- draw slowly
- slowly return your sketch back to the starting position
- stick to ten letters or less. (I have done happy birthday but a shorter sketch comes out neater)

I'd love to see what you make
hashtag #lankydoodler",14,AUD,990,"mechanical_sculpture,mechanical_toy,wooden_puzzle,kinetic_art,mechanism,mechanical_model,drawing_automaton,executive_toy,automata,scroll_saw_plans,engineering_toy,science_toy,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/53af33/7017683670/il_fullxfull.7017683670_px9j.jpg,https://i.etsystatic.com/25031074/r/il/6dd022/7428833463/il_fullxfull.7428833463_lh39.jpg,https://i.etsystatic.com/25031074/r/il/745267/7428833495/il_fullxfull.7428833495_h5vk.jpg,https://i.etsystatic.com/25031074/r/il/b3eb1a/7017683672/il_fullxfull.7017683672_plkt.jpg,https://i.etsystatic.com/25031074/r/il/967305/7065663677/il_fullxfull.7065663677_hvkl.jpg,https://i.etsystatic.com/25031074/r/il/bd04f7/3919284207/il_fullxfull.3919284207_i7qq.jpg,https://i.etsystatic.com/25031074/r/il/c1e645/7065663679/il_fullxfull.7065663679_syz7.jpg,https://i.etsystatic.com/25031074/r/il/22ad9b/3921392691/il_fullxfull.3921392691_jzi9.jpg,https://i.etsystatic.com/25031074/r/il/d6ee88/3919284137/il_fullxfull.3919284137_k1jt.jpg,https://i.etsystatic.com/25031074/r/il/fc582d/6980062380/il_fullxfull.6980062380_ee2r.jpg,,,,,,,32,automata
DIY Swinging Monkey Automata Kit - Fun Craft Project for Kids and Adults,"This is the physical kit. See my other listings for the Digital plans.
This kit contains all the part to build a mechanical swinging monkey automaton. Crank the handle to watch him swing through the trees. 
Build the kinetic model yourself using the precision laser cut birch plywood gears and linkages. Attach to a wall or door using hanger tape or screws.",40,AUD,12,"wooden_puzzles,model_making,laser_cutting,machine,kinetic_art,sculpture,stem_kit,mechanical_model,craft_project,engineering_toy,kinetic_sculpture,monkey_toy,automata_kit",,https://i.etsystatic.com/25031074/r/il/5d0025/5850380013/il_fullxfull.5850380013_pu5w.jpg,https://i.etsystatic.com/25031074/r/il/dffcd8/5849201859/il_fullxfull.5849201859_q0c6.jpg,https://i.etsystatic.com/25031074/r/il/a72b58/5801123970/il_fullxfull.5801123970_kdn3.jpg,https://i.etsystatic.com/25031074/r/il/52da51/5849197589/il_fullxfull.5849197589_gk3f.jpg,https://i.etsystatic.com/25031074/r/il/74ad37/5850325771/il_fullxfull.5850325771_kd80.jpg,https://i.etsystatic.com/25031074/r/il/c65b49/5849203955/il_fullxfull.5849203955_cgex.jpg,,,,,Custom Property,assembly,"kit,assembled",,,,33,automata
Mouse Maze Puzzle Box Plans- SVG DXF PDF- Laser cutting files - scroll saw,"These are digital plans. See my other listings for the physical product.
In order to open the box you must navigate the mouse to the center of the maze. This is done with a rotating disc and a sliding rod. It is not a particularly difficult puzzle but still satisfying and fun for the coffee table. If you want to increase the challenge try to do it without looking.

I laser cut these from 3mm Birch plywood and assemble with PVA glue. I have made the files such that they should work for wood ranging from 2.9mm - 3.2mm. They can be scaled if your wood is thicker.
The files come in SVG, DXF and PDF with assembly instructions. I have includes files that have an 0.08mm offset to account for laser cutter kerf. This gives more snug fits. You may want to offset the lines more or less again depending on the wood you use and the settings of your machine. The files have decorative etch lines as well as cut lines. I have exported the files to have the etched lines in green. You can delete these if you prefer the box without decoration. They should also be unselected if you adjust offsets. 
I have not tried to scroll saw the parts. It should be achievable though the four standoff parts are quite small.
Please get in touch if you need any assistance and if you want to purchase a commercial license to make and sell this product.
Thanks
Shasa",12,AUD,481,"wooden_puzzle,puzzle_box,puzzle,maze,mouse,trick,magic,secret,gift,gift_box,brain,labyrinth,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/85639c/4250092607/il_fullxfull.4250092607_ktow.jpg,https://i.etsystatic.com/25031074/r/il/b4ba6b/4202437124/il_fullxfull.4202437124_7s5x.jpg,https://i.etsystatic.com/25031074/r/il/8df77e/4250092605/il_fullxfull.4250092605_6ytl.jpg,https://i.etsystatic.com/25031074/r/il/5efee0/4250092615/il_fullxfull.4250092615_4s91.jpg,https://i.etsystatic.com/25031074/r/il/8f5f60/4193962034/il_fullxfull.4193962034_bnun.jpg,,,,,,,,,,,,34,puzzle boxes
Magic Frame-lasercut Files-Appearing Image and words-customizable-svg dxf pdf,"These are digital download plans to build a Magic Frame that can instantly transform images and text. Use the included images or open the web app to create your own. The posted version of this trick is available for purchase in a separate listing in my Etsy store.  
You will receive SVG and DXF files for laser cutting, as well as PDF plans for the scroll saw. There are also PDF and video instructions for assembly and performance. A link to the online app is included, allowing you to create your own text or images to suit your desired performance.  
The files are suitable for 2.5 - 3.2 mm wood (1/8 inch). Contact me if you need a different size.  
There is an additional orange offset layer to account for laser kerf and achieve press fits. This may not be ideal for your machine or wood, but I include it in case you do not know how to apply your own kerf offset.  
Please contact me for a commercial license.",12,AUD,963,"Laser_cut_files,Magic_Trick_picture,Magic_sign_illusion,Magician_prop,Magic_gimmick,Secret_box,Mystery_box,Escape_room,Stem_toy,Wooden_toy,Science_project,Technology_class,Diy_build",,https://i.etsystatic.com/25031074/r/il/ed679c/6874432458/il_fullxfull.6874432458_ivk5.jpg,https://i.etsystatic.com/25031074/r/il/3f3632/6874432460/il_fullxfull.6874432460_gw2e.jpg,https://i.etsystatic.com/25031074/r/il/aee38d/6874432438/il_fullxfull.6874432438_1sl5.jpg,https://i.etsystatic.com/25031074/r/il/9c07be/6874432456/il_fullxfull.6874432456_3g6f.jpg,https://i.etsystatic.com/25031074/r/il/9ae8a7/6922409685/il_fullxfull.6922409685_tppj.jpg,https://i.etsystatic.com/25031074/r/il/f7b025/6897097622/il_fullxfull.6897097622_dhan.jpg,,,,,,,,,,,36,magic tricks
Dice Tunnel Magic Trick Laser Cut Files for Download - SVG - DXF - PDF - Illusion,"These digital download laser cut plans allow you to make a neat little magic trick where a dice magically changes number when stuck inside a tube.
The plans suit 2.8mm-3.2mm (1/8th inch) wood but can be scaled to match other thicknesses.
An orange kerf offset layer is included in case you cannot add kerf allowance yourself. Delete this layer if you can. Please read the pdf files for laser file use, assembly and performance instructions. Please follow links to videos in the pdf for guidance on performing the trick.
Please contact me for a commercial licence.",12,AUD,937,"laser_cut_files,magic_trick,dice_illusion,DIY_magic,wooden_mechanism,secret_box,laser_cutter_plans,wooden_toy_project,scroll_saw_plans,puzzle_box,magician_gimmick,laser_cut_dice,STEM_project",,https://i.etsystatic.com/25031074/r/il/d9abbc/6799905088/il_fullxfull.6799905088_judh.jpg,https://i.etsystatic.com/25031074/r/il/7a0155/6847906127/il_fullxfull.6847906127_ijj5.jpg,https://i.etsystatic.com/25031074/r/il/a73513/6799903270/il_fullxfull.6799903270_m0jw.jpg,https://i.etsystatic.com/25031074/r/il/928fce/6847906167/il_fullxfull.6847906167_jyo5.jpg,https://i.etsystatic.com/25031074/r/il/5f681e/6799903318/il_fullxfull.6799903318_iyoc.jpg,https://i.etsystatic.com/25031074/r/il/35100c/6799903370/il_fullxfull.6799903370_92ht.jpg,https://i.etsystatic.com/25031074/r/il/ce2a26/6799903374/il_fullxfull.6799903374_15kr.jpg,https://i.etsystatic.com/25031074/r/il/72a19a/6847906249/il_fullxfull.6847906249_mght.jpg,https://i.etsystatic.com/25031074/r/il/5ef80a/6847906253/il_fullxfull.6847906253_mldz.jpg,,,,,,,,35,magic tricks
Illusionist Pendant Puzzle Box Laser Cut DIY Kit,"Please note this is a kit with the parts and instructions for you to assemble yourself. Please see my other listings if you would like to download the files instead)

Years ago I was captivated by a puzzle pendant in the movie ""The Illusionist"". What looks like an oval box is twisted to unexpectedly form a love heart. The top of the heart is then slid away to reveal a photo or trinket inside. A sentimental little gift for valentines day, anniversary mothers day etc. I enjoy the challenge of trying to design something that can be made from only laser cut parts as it makes it much more accessible to people who want to make their own. I hope you enjoy my laser cut version of the Illusionist Pendant. 

I cut these part to have tight fits so there is no need for glue, but if it was going to be worn then PVA glue is recommended and perhaps a clear varnish to finish it off.  Please note, these won't really withstand the rigorous manipulation of someone who does not know the secret opening method, so best to show people how it is done. (As he does in the movie If I remember correctly)",30,AUD,62,"laser_cut,wooden_puzzle,puzzle_box,valentines,pendant,jewelry,love,mechanism,butterfly,mother,locket,magic,model",,https://i.etsystatic.com/25031074/r/il/e0dae1/7808588727/il_fullxfull.7808588727_2dg6.jpg,https://i.etsystatic.com/25031074/r/il/5ffd3b/7808590727/il_fullxfull.7808590727_c7bd.jpg,https://i.etsystatic.com/25031074/r/il/fc0993/7760645396/il_fullxfull.7760645396_1cxo.jpg,https://i.etsystatic.com/25031074/r/il/793b03/7808593805/il_fullxfull.7808593805_gtkz.jpg,https://i.etsystatic.com/25031074/r/il/19ae2b/7760648444/il_fullxfull.7760648444_m17e.jpg,https://i.etsystatic.com/25031074/r/il/d23496/7808597091/il_fullxfull.7808597091_3h5n.jpg,,,,,,,,,,,37,puzzle boxes
"Key Through Coin Magic Trick: Laser Cut Plans (SVG, PDF, DXF)","Download these laser cutter plans to build a Key Through Coin Magic Trick.
The wooden coin is placed into a small box. The wooden key is then pushed right through the box and out the other side. The coin is removed and shown to be unharmed. How did the key pass through the coin? All you need is a laser cutter or scroll saw, some wood and a little glue. No other parts required. The plans suit 2.8 - 3.2mm wood but can be scaled to suit thicker wood.
Please contact me if you need any help adjusting the files or to enquire about a commercial license.",10,AUD,874,"laser_cutter_files,wooden_illusion,magic_trick_plans,key_through_coin,craft_project,secret_box,mystery_box,mechanism,magic_gimmick,contraption,diy_for_kids,stem_education,technology_class",,https://i.etsystatic.com/25031074/r/il/e6742b/6634727819/il_fullxfull.6634727819_t7up.jpg,https://i.etsystatic.com/25031074/r/il/10cf75/6634727809/il_fullxfull.6634727809_d423.jpg,https://i.etsystatic.com/25031074/r/il/fb45a4/6586611830/il_fullxfull.6586611830_dcex.jpg,https://i.etsystatic.com/25031074/r/il/a0059d/6586611900/il_fullxfull.6586611900_2wyj.jpg,https://i.etsystatic.com/25031074/r/il/9053c6/6586611874/il_fullxfull.6586611874_sgt8.jpg,https://i.etsystatic.com/25031074/r/il/f1f7fc/6634727867/il_fullxfull.6634727867_j4nr.jpg,https://i.etsystatic.com/25031074/r/il/e05585/6586611896/il_fullxfull.6586611896_druf.jpg,https://i.etsystatic.com/25031074/r/il/6d775e/6634727839/il_fullxfull.6634727839_1cht.jpg,,,,,,,,,38,magic tricks
"Magic Trick Pencil Box Kit: Wooden 3D Puzzle, STEM Toy","This wooden secret box allows you to perform a magic trick. The magician slides the pencil into the box, then effortlessly slides out the middle of the box, breaking the pencil into 3 pieces. The broken pieces can be removed for inspection then returned to the box. The middle is then pushed back into place and the pencil slid out restored magicaly back into one. All of the parts and instructions are included for you to build the box yourself. This is a great little DIY construction project that you can perform an illusion with afterwards.

This is the physical kit. Please see my other listings for the digital plans.",40,AUD,8,"laser_cut,magic_trick,mystery_box,illusion,secret_box,wooden_diy_kit,mechanism,3d_puzzle,diy_model,executive_toy,magician_prop,construction_kit,mechanical_model",,https://i.etsystatic.com/25031074/r/il/eebcd7/6002252572/il_fullxfull.6002252572_jwj9.jpg,https://i.etsystatic.com/25031074/r/il/b2d727/6050329937/il_fullxfull.6050329937_2qv4.jpg,https://i.etsystatic.com/25031074/r/il/25710d/6050329993/il_fullxfull.6050329993_s26i.jpg,https://i.etsystatic.com/25031074/r/il/66d2d7/6002252752/il_fullxfull.6002252752_kc67.jpg,https://i.etsystatic.com/25031074/r/il/cc58bb/5939409963/il_fullxfull.5939409963_ctop.jpg,https://i.etsystatic.com/25031074/r/il/f03ec8/5891327482/il_fullxfull.5891327482_dwpn.jpg,https://i.etsystatic.com/25031074/r/il/e73d0e/5891327478/il_fullxfull.5891327478_h99m.jpg,,,,Custom Property,assembly,"kit,assembled",,,,39,magic tricks
Whirligig Hardware Kit: Stainless Steel & Brass Parts,"This contains the metal hardware required for the whirligigs on my site. The stainless steel and brass parts are all bent, cut and ready to use. You can choose to source these parts and materials yourself, but may prefer to save yourself the search. The parts will make one whirligig. Please choose the type you want at checkout.",40,AUD,15,"Whirligig,Garden_sculpture,Kinetic_sculpture",,https://i.etsystatic.com/25031074/r/il/2d3dc8/5025710985/il_fullxfull.5025710985_st50.jpg,,,,,,,,,,Custom Property,Whirligig type,"Dog,Surfer,Fisherman,Woodchopper",,,,40,other
"Whale Automata Toy Kit: Mechanical Pet, DIY Build",Build your own mechanical swimming whale with this kit. Pull the string to make it wiggle its flippers and tail as it swims upwards. Collect the whole set of animals to hang in your window.,32,AUD,6,"whale,toy,automata,kinetic_art,STEM,mechanical_model,craft_kit,wooden_toy,smart_toys,build_it,put_together,gift,maker",,https://i.etsystatic.com/25031074/r/il/d73939/2578454161/il_fullxfull.2578454161_t55f.jpg,https://i.etsystatic.com/25031074/r/il/074aca/2578454567/il_fullxfull.2578454567_d083.jpg,https://i.etsystatic.com/25031074/r/il/696de0/2578455005/il_fullxfull.2578455005_kq5r.jpg,https://i.etsystatic.com/25031074/r/il/8be0b4/2530799714/il_fullxfull.2530799714_peaq.jpg,https://i.etsystatic.com/25031074/r/il/7171c3/2530800862/il_fullxfull.2530800862_aj7o.jpg,,,,,,,,,,,,41,automata
Gorilla Pulley Pet Automata Plans SVG DXF-Laser cut mechanical toy,"These are the digital plans. Please see my other listings for the physical kit. 
Build your own little climbing Gorilla. Hang him in your window and pull the string to make him climb hand over hand up the string. These files suit 3- 3.2 mm wood. If you have 2.7-2.9mm wood please message me after purchase and I can send you those files. You will receive DXF and SVG files exact and offset to account for laser cutter kerf. I also use 3mm bamboo skewers and waxed cotton thread to make these. Instructions are in video format with the link in the file labeled instructions. Please contact me if you would like a commercial license to sell these.",10,AUD,928,"automata,toys,craft_kit,wooden_toys,gorilla,mechanical_model,kinetic_art,mechanical_toys,STEM,make,education,laser_cutting,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/7fe8fb/4872386232/il_fullxfull.4872386232_hgbf.jpg,https://i.etsystatic.com/25031074/r/il/315f3c/4920652869/il_fullxfull.4920652869_b1un.jpg,https://i.etsystatic.com/25031074/r/il/3ad9a6/4920653583/il_fullxfull.4920653583_301u.jpg,https://i.etsystatic.com/25031074/r/il/803b12/4872387924/il_fullxfull.4872387924_cdnh.jpg,https://i.etsystatic.com/25031074/r/il/7bec8d/2530762026/il_fullxfull.2530762026_lozd.jpg,https://i.etsystatic.com/25031074/r/il/2f5a8a/4920654223/il_fullxfull.4920654223_g9kp.jpg,https://i.etsystatic.com/25031074/r/il/2c8f01/4872388644/il_fullxfull.4872388644_l7pn.jpg,,,,,,,,,,42,automata
Magic Empty Box Illusion - DIY Magic Trick - Make anything appear and disappear,"This box allows you to perform a magic trick. The magician flips open 2 doors, allowing the audience to look right through the empty box. The magician shuts the doors and then tips the box over and magically pours out a large pile of colorful sweets onto the table. You could alternatively pull a handkerchief out from the top of the box or reveal any small enough item of your choice. You could also use the box to make items disappear. This secret gimmick will be revealed when you view the pdf instructions.",40,AUD,4,"magic,trick,puzzle_box,mystery,secret,maker,craft,project,stem,education,technology,DIY,lasercut",,https://i.etsystatic.com/25031074/r/il/08527a/6018144899/il_fullxfull.6018144899_p5zp.jpg,https://i.etsystatic.com/25031074/r/il/6fd33e/6018142455/il_fullxfull.6018142455_dhxb.jpg,https://i.etsystatic.com/25031074/r/il/e84b2e/6018144829/il_fullxfull.6018144829_cysi.jpg,https://i.etsystatic.com/25031074/r/il/514db0/6018144763/il_fullxfull.6018144763_bike.jpg,https://i.etsystatic.com/25031074/r/il/0812e7/6018144787/il_fullxfull.6018144787_4nsx.jpg,https://i.etsystatic.com/25031074/r/il/e49420/5970064254/il_fullxfull.5970064254_7qx8.jpg,,,,,Custom Property,Assembly,"Kit,Assembled",,,,43,magic tricks
"Newcomb's Paradox Magic Trick Laser Cut Files, SVG DXF PDF, Coin Illusion with Secret Mechanism, Mental Magic","This Laser Cut download allows you to perform a working version of the famous Newcomb’s Paradox where you the magician are able to perfectly predict the spectator’s decision before they even make it for themselves. Please see my other listings for the physically posted magic trick. 

Newcomb’s Paradox is a philosophical thought experiment that raises questions about causality, determinism and free will. There are two boxes. Box A is open and clearly contains $1. Box B is shut and has already been set by a perfect predictor.

If the predictor has predicted that the spectator will choose only box B, then box B contains $2. If the predictor has predicted that the spectator will greedily choose both boxes, then box B contains nothing.

This thought experiment is famous because philosophers still cannot agree on which is the correct strategy in this simple game. Should the spectator choose one box or two? 

The trick may be repeated any number of times, and sure enough the magician, or their smart phone ai, is always able to predict the spectators choice, and remove the $2 coin any time before a greedy two box choice is made. This gimmick takes the story even further. The magician is able to make the coins disappear completely and finally reveal a surprise item such as a $100 bank note to magically appear from within the box.

These svg and dxf files can be used with a laser cutter, or you may scroll saw the templates in the pdf. I make these from 3mm wood, but the file can suit any thickness without requiring scaling or adjustment. Assembly and perfromance instuctions are in the PDF as is a link to a tutorial video.

Why is it a Paradox?
This scenario is considered a paradox because two reputable decision making principles point to different strategies. Expected utility says that we should always choose box B because we will get $2 rather than $1. Strategic dominance says the boxes are already set before you make a decision, so why not pick both and always receive the extra $1 from box A.


Entanglement
I sought a way to implement a working version of Newcomb's Paradox in the hope that it might provide some insight into the cause of the paradox. After working through this task, my current view is that the paradox arises when we fail to treat our thoughts and decisions as part of the same physics that govern everything else. Our choices do not live in some separate realm but are influenced and influence the world in which they are embedded. When we acknowledge this, we see the possibility that our choice could be entangled with the boxes and the predictor. There are ways in which I could have allowed the boxes to influence both the choice and the predictors prediction, such as lighting box A on fire, but to make this function as a magic trick I really needed the causality to work the other way around, such that a spectators choice could influence the contents of the boxes. That is precisely what this device does. A decision to remove the contents of box A, mechanically causes box B to automatically become empty. This device is essentially a No Greedy Box. It appears that the all knowing predicting magician causes box B to be empty or full, but in fact it is the spectator. The magician is not required at all. According to the formulation of the paradox, it is only the behavior of a perfect predictor that we really ever observe. The predictor need not even exist, as long as a two box choice always leads to box B appearing empty and one box choice always leads to it appearappearing full. I achieve this entanglement with a simple mechanism hidden within the box, but one can conceive of a more complex interaction such as an advanced technology that could scan our brain and vaporize the contents of box B when it detects a two box decision. Once one sees how the two boxes are mechanically entangled, it becomes intuitive that choosing both boxes is equivalent to choosing just box A. Hence it becomes clear that box B with the higher value is the correct choice.

My hope is that this mechanism demonstrates how our decisions are themselves a physical process. They do not live in some separate isolated realm and hence in theory there is nothing to stop them interacting with the environment in highly correlated ways.


Perhaps you will think that this is breaking the rules of the game, and that box B must really be set before the choice is made. In which case, below are two alternative methods of entanglement, though harder for me to implement in a working device.

Common Cause
My favourite solution is probably the existence of a common cause. The initial conditions that caused the predictor to have a particular prediction, also caused the chooser to make a particular choice. This will not be recognisable when the common cause is small or complex but easy to intuit if it had some large scale manifestation such as Box A is on fire. The predictor can clearly see that the chooser will not choose to open a burning box. Once again box B is the rational choice in this situation.

The Perfect Predictor is You
If the predictor indeed had all of the information and computational apparatus required to predict your decision, it would be performing an exact copy of your own decision making procedure. It would essentially be you. The prediction and choice are the same event. So the scenario now becomes a choice between taking both boxes but discarding the contents of box B, or choosing just the contents from box B. 


Free Will?
So if choices are a physical process, can we still have free will? I think yes, but my definition of free will may not be regarded as such by others. My free will is simply the deterministic processes that I identify with. The values and beliefs stored within my brain that shape incoming information into decision and action. It is still deterministic and could potentially be simulated on a powerful computer. But the closer that computer got to correctly predicting my decision, the closer it would be to becoming me.


Footnote
That is my conservative stance. Though in fact I have some deep seated reservations about the viability of causality in general. It seems to me that reductionist causal explanations will always lead to infinite regress. One will always be left looking for the next cause one layer down. Perhaps rather than cause, the laws of physics are more to do with constraint. We are constrained to only be conscious of those mathematical truths that are themselves a conscious experience.",10,AUD,990,"magic_trick,magic_shop_Australia,Newcomb's_Paradox,wooden_magic_tricks,coin_illusion,instant_money_trick,philosophy_toys,mechanical_toy,escape_room,mystery_box,secret_box,puzzle_box,magic_mechanism",,https://i.etsystatic.com/25031074/r/il/423f4f/7352502921/il_fullxfull.7352502921_iu74.jpg,https://i.etsystatic.com/25031074/r/il/a615ed/7239251049/il_fullxfull.7239251049_4lm8.jpg,https://i.etsystatic.com/25031074/r/il/fcee08/7191275868/il_fullxfull.7191275868_28bw.jpg,https://i.etsystatic.com/25031074/r/il/6a9067/7239251143/il_fullxfull.7239251143_1np5.jpg,https://i.etsystatic.com/25031074/r/il/e0d95b/7239251057/il_fullxfull.7239251057_e3on.jpg,https://i.etsystatic.com/25031074/r/il/c956f9/7191275854/il_fullxfull.7191275854_g6ap.jpg,https://i.etsystatic.com/25031074/r/il/848035/7239251621/il_fullxfull.7239251621_awno.jpg,,,,,,,,,,44,magic tricks
"Chicken And Egg Box Magic Trick laser cut files, svg dxf pdf, gozinta box","This is a digital download. See other listings for the physical posted item.
In this magic trick we have a chicken box and an egg box. What is remarkable is that each box can fit perfectly inside the other. The egg fits inside the chicken, yet the chicken also fits inside the egg. How is this possible? Even more surprising, when we open back up the egg box, the chicken has magically become a dinosaur. The dimensions of each side of the box have been carefully calculated to enable this mysterious self nesting property.

You will receive SVG, DXF, PDF and lightburn files.

The files suit 2.8mm wood and can be scaled up or down for other thicknesses.
The 2.8mm files fit within 572x300mm so if your bed is 300x500mm you will require 1 and a bit sheets. When scaled up to suit 3.2mm wood, all parts can be cut within two 500x300mm sheets. Add your own kerf allowance offsets for press fits.

Please contact me for commercuial use.
Instagram @contraptioncart",12,AUD,993,"magic_trick,lasercut_files,gozinta_box,puzzle_box,illusion,escape_room,wooden_magic_tricks,technology_class,maker,secret_box,dice_box_magic,math_toy,stem",,https://i.etsystatic.com/25031074/r/il/2f7da6/7693611964/il_fullxfull.7693611964_frf6.jpg,https://i.etsystatic.com/25031074/r/il/b6a068/7693595602/il_fullxfull.7693595602_auzo.jpg,https://i.etsystatic.com/25031074/r/il/b13865/7693616944/il_fullxfull.7693616944_evpk.jpg,https://i.etsystatic.com/25031074/r/il/085681/7741591041/il_fullxfull.7741591041_fzzl.jpg,https://i.etsystatic.com/25031074/r/il/534beb/7693651248/il_fullxfull.7693651248_p1wa.jpg,https://i.etsystatic.com/25031074/r/il/658b94/7741593059/il_fullxfull.7741593059_bvga.jpg,https://i.etsystatic.com/25031074/r/il/f19181/7741597269/il_fullxfull.7741597269_hqb9.jpg,https://i.etsystatic.com/25031074/r/il/4cb4d9/7693641834/il_fullxfull.7693641834_52g2.jpg,,,,,,,,,45,magic tricks
